id,name
530,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển – PGBank
531,CÔNG TY CỔ PHẦN PHÁT TRIỂN TRẠM SẠC TOÀN CẦU V-GREEN
532,Công ty CP Kids Plaza
533,Công ty TNHH Esoft Vietnam
534,Công ty TNHH Tin học Viễn thông Nhất Tiến Chung
535,CÔNG TY TNHH P.A VIỆT NAM
536,JPROTECH TECHNOLOGY JSC
537,CTY TNHH R TECHNO VIỆT NAM
538,CÔNG TY TNHH TRUYỀN THÔNG VÀ QUẢNG CÁO H2T
539,CTY TNHH JW WEDDING & EVENT ACADEMY VIỆT NAM
540,CÔNG TY CỔ PHẦN CÔNG NGHỆ DTG
541,CÔNG TY CỔ PHẦN ALTIUS LINK VIỆT NAM
542,CÔNG TY TNHH ĐẦU TƯ & PHÁT TRIỂN APG
543,Công ty Cổ phần MISA
544,Công ty Cổ phần Viễn thông Di động Đông Dương Telecom (Indochina Telecom)
545,Công Ty TNHH DASVISION
546,CÔNG TY TNHH MANABIE VIỆT NAM
547,CÔNG TY CỔ PHẦN MASFICO VIỆT NAM
548,CÔNG TY TNHH DIGI-TEXX
549,CÔNG TY TNHH ALCHEMY TECHNOLOGIES
550,CÔNG TY TNHH SAIGON VENUS
551,"Step Up Education.,Jsc"
552,CÔNG TY TNHH FOTOBER MEDIA
553,BSS Group
554,Công ty TNHH OS Research
555,CÔNG TY TNHH VIỆC CÓ
556,CÔNG TY TNHH NETMARKS VIỆT NAM
557,Công ty cổ phần iCheck
558,Công ty TNHH Designlive
559,Tigren Solutions
560,Công Ty TNHH CNLGAMING
561,CÔNG TY CỔ PHẦN THIẾT BỊ VÀ PHÁT TRIỂN CÔNG NGHỆ TRỌNG ĐIỂM
562,CÔNG TY TNHH THƯƠNG MẠI WATERFLOW
563,CÔNG TY TNHH DICENTRAL VIỆT NAM
564,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET
565,Công ty TNHH Công Nghệ Nguyên Lộc
566,Công ty Cổ phần EverFlow
567,Công TY TNHH FLINTERS Việt Nam
568,CÔNG TY TNHH PHẦN MỀM TOWER HÀ NỘI
569,Công ty CP Kinh doanh F88
570,CÔNG TY TNHH VIKCOM
571,TỔNG CÔNG TY DỊCH VỤ SỐ VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI
572,Công ty TNHH ZIGExN VeNtura
573,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ PHÁT TRIỂN NGỌC DIỆP
574,Công ty Cổ phần Xây dựng Hạ tầng Kỹ thuật
575,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT
576,Công ty TNHH Tabcom Care
577,VDI - Công ty Cổ phần Đầu tư Kỹ thuật số Việt
578,Công ty TNHH Thương Mại và Dịch Vụ KR CTB
579,Công ty TNHH Thương Mại và Dịch Vụ Tri Thức Mới
580,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM BƯU ĐIỆN
581,CÔNG TY CỔ PHẦN DAC DATA TECHNOLOGY VIỆT NAM
582,CÔNG TY CỔ PHẦN TITAN STUDIO
583,CÔNG TY CỔ PHẦN ỨNG DỤNG DỮ LIỆU QUỐC GIA VIỆT NAM
584,CÔNG TY TNHH TIMIND
585,CÔNG TY TNHH ATEC SYSTEM VIỆT NAM
586,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM
587,Công ty TNHH Công nghệ và Truyền thông VNDitech
588,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ TRIPLAYZ
589,Công ty Cổ phần Giải pháp công nghệ Trực tuyến GTEL (GTEL OTS)
590,CÔNG TY TNHH THƯƠNG MẠI XUẤT KHẨU DLS
591,Công ty Cổ phần Finy
592,Công ty Cổ phần Thương mại Kỹ thuật Hải Anh
593,CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ VCI
594,Woori Bank Vietnam
595,CÔNG TY CP ĐẦU TƯ VÀ XÂY DỰNG XUÂN MAI
596,Công ty cổ phần FDS
597,TỔNG CÔNG TY VIỄN THÔNG VIETTEL-CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI
598,CÔNG TY CỔ PHẦN TẬP ĐOÀN MASTERISE
599,CÔNG TY CỔ PHẦN CÔNG NGHỆ TIN HỌC VIỄN THÔNG SONG VIỆT
600,Công ty TNHH Thương Mại và Dịch vụ Tổng hợp Tân Hưng Hà
601,CÔNG TY TNHH PIONTECH SOFTWARE
602,CÔNG TY CỔ PHẦN BÁCH LIÊN
603,CÔNG TY CỔ PHẦN GIẢI PHÁP ĐIỆN TỬ VIỆT HỒNG QUANG
604,Công ty Cổ phần  Giải pháp Tech Vietnam
605,Công ty Cổ phần Tập đoàn Trí Nam
606,CÔNG TY TNHH SALAMAN VIỆT NAM
607,Công ty Cổ phần Tập đoàn AMDI
608,MASUTO VIỆT NAM
609,CÔNG TY CỔ PHẦN TAPTURA
610,Công ty TNHH Tin Học Thành Nhân
611,Early Start JSC
612,Công ty TNHH Công Nghệ Woo
613,Công ty cổ phần thẩm mỹ OHIO
614,Tổng công ty Bảo Việt Nhân Thọ
615,Công ty Cổ phần Công nghệ Tài chính Goline
616,Công ty cổ phần Onenet
617,Công ty Cổ Phần Base Enterprise
618,CÔNG TY TNHH SOLID & SOFT
619,công ty TNHH Godgroup
620,CÔNG TY TNHH TOPSEC VIỆT NAM
621,CÔNG TY TNHH PHẦN MỀM LINKQ ERP
622,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU
623,Công ty TNHH Vinahost
624,CÔNG TY CỔ PHẦN BUCA
625,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ONE TECH VIỆT NAM
626,CÔNG TY CỔ PHẦN SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG
627,CÔNG TY CỔ PHẦN QUẢN LÝ GIÁO DỤC VÀ ĐẦU TƯ E M G
628,Công ty TNHH AMI Group
629,CÔNG TY TNHH TẬP ĐOÀN ĐẦU TƯ VÀ GIẢI PHÁP KỸ THUẬT PHÚC GIANG
630,CÔNG TY CỔ PHẦN VSI
631,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI
632,CÔNG TY TNHH VLAST VIỆT NAM
633,Công ty Cổ phần Bất động sản TICA LAND
634,CÔNG TY TNHH CÔNG NGHỆ EMPOWER SC
635,CÔNG TY CỐ PHẦN THƯƠNG MẠI QUỐC TẾ ZOTEX
636,Công ty TNHH Dịch vụ và Sản xuất Bao bì Big Sun
637,Công ty TNHH NTT DATA VIỆT NAM
638,CÔNG TY CỔ PHẦN TẬP ĐOÀN GIẢI PHÁP SAO MAI
639,CÔNG TY CỔ PHẦN EASYSALON VIỆT NAM
640,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ĐÀO TẠO COE VIỆT NAM
641,CÔNG TY TNHH HOMESERVE SOLUTIONS
642,CÔNG TY CỔ PHẦN PHẦN MỀM VIỄN THÔNG MIỀN NAM
643,CÔNG TY TNHH BIGSELLER TECHNOLOGY (VIỆT NAM)
644,Công ty cổ phần công nghệ Betasoft
645,CÔNG TY TNHH HARICO GLOBAL
646,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG BIỂN XANH
647,CÔNG TY CỔ PHẦN VIỄN THÔNG INTERCOM VIỆT NAM
648,CÔNG TY CỔ PHẦN OMINEXT
649,CÔNG TY TNHH ÉNÔRA DIAMOND
650,CÔNG TY CỔ PHẦN DS SOLUTION VIỆT NAM
651,CÔNG TY TNHH LEVER SPHERE VIỆT NAM
652,CÔNG TY TNHH ĐIỆN TỬ ZGS VIỆT NAM
653,CÔNG TY TNHH PFAM
654,CÔNG TY TNHH TRUYỀN THÔNG WISE
655,CÔNG TY TNHH TMDV CÔNG NGHỆ VPS
656,CÔNG TY TNHH CÔNG NGHỆ EDENT
657,CÔNG TY CỔ PHẦN NEXAR (NEXAR GAMES)
658,Edufit
659,Công ty cổ phần giải pháp MKT
660,CÔNG TY CỔ PHẦN WELAST VIỆT NAM
661,Công ty cổ phần công nghệ và giải pháp trực tuyến Toàn Cầu
662,CÔNG TY TNHH SOFTROAD
663,"CÔNG TY CỔ PHẦN XÂY DỰNG, THƯƠNG MẠI VÀ VẬT LIỆU SÔNG HỒNG"
664,CÔNG TY TNHH EAERA VIỆT NAM
665,Công ty TNHH AIRCLOSET ENGINEERING
666,CHI NHÁNH CÔNG TY TNHH DU LỊCH TRẦN VIỆT
667,CÔNG TY TNHH SONIC FUSION
668,CÔNG TY CỔ PHẦN CÔNG NGHỆ TỰ ĐỘNG HÓA ALPHA TECH
669,Công ty CP An ninh mạng Việt Nam
670,"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI"
671,CÔNG TY CỔ PHẦN PHẦN MỀM MIRAI VIỆT NAM
672,CÔNG TY TNHH DƯỢC PHẨM ISOPHARMA
673,CÔNG TY TNHH ỨNG DỤNG VÀ TRIỂN KHAI PHẦN MỀM LI HA NET
674,CÔNG TY CHO THUÊ TÀI CHÍNH TNHH BIDV - SUMI TRUST
675,CÔNG TY TNHH ĐẦU TƯ VÀ KỸ THUẬT CÔNG NGHỆ XANH
676,CÔNG TY TNHH TRANG TRÍ NỘI THẤT TƯỜNG THỊNH
677,công ty TNHH Công Nghệ HOGI Việt Nam
678,CÔNG TY TNHH BPO INFINITY INNOVATIONS GROUP
679,CÔNG TY CỔ PHẦN CANZY VIỆT NAM
680,CÔNG TY TNHH RABILOO
681,CÔNG TY TNHH GT LINE Á CHÂU
682,CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MỘT THÀNH VIÊN AEON
683,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC HENGXIN VIỆT NAM
684,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ RUBICON
685,CÔNG TY TNHH DKTECH GLOBAL
686,CÔNG TY CỔ PHẦN CỔNG THÔNG TIN KHU CÔNG NGHIỆP VIỆT NAM
687,CÔNG TY CỔ PHẦN TẬP ĐOÀN VIBULA
688,Công ty Cổ phần Công nghệ Wi-Mesh
689,CÔNG TY CỔ PHẦN SETA VIỆT NAM
690,Công ty Cổ phần Viễn thông - Tin học Bưu điện
691,Open Reach Tech Hanoi
692,CÔNG TY TNHH CÔNG NGHỆ MỚI 3HP
693,CÔNG TY TNHH TRÍ TUỆ NHÂN TẠO VAIX VIỆT NAM
694,CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ CÔNG NGHỆ ASIC
695,CÔNG TY CỔ PHẦN THÔNG TIN TÍN DỤNG FINTECH VIỆT NAM
696,Công ty TNHH Dịch vụ công nghệ TP
697,Công Ty Cổ Phần Edulive Toàn Cầu
698,Công ty Cp Công nghệ và Truyền thông Dagoras
699,CÔNG TY TNHH BẢO UYÊN SPORT
700,CÔNG TY CỔ PHẦN TẬP ĐOÀN REALNEX
701,Công ty CP Phần mềm MOR
702,Accredo Asia
703,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ CÔNG NGHỆ ENJOHUB
704,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam
705,Công ty cổ phần chứng khoán FPT
706,Công ty Cổ Phần Thương Mại Double K
707,Công Ty Cổ Phần GoGroup
708,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM
709,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRƯỜNG MINH THỊNH
710,Công Ty TNHH Luyện Kim Trần Hồng Quân
711,CÔNG TY CỔ PHẦN ICSP VIỆT NAM
712,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN
713,Công ty Cổ phần Phần mềm Việt Quốc tế (VSII)
714,CÔNG TY TNHH NGÔI SAO DŨNG CẢM
715,CÔNG TY TNHH ĐẦU TƯ NGHIÊN CỨU VÀ PHÁT TRIỂN PHẦN MỀM VIỆT NAM
716,CÔNG TY TNHH ĐẦU TƯ VÀ TƯ VẤN APEC THĂNG LONG
717,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS
718,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐIỆN TỬ  HOA LAN CATTLEYA
719,BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG
720,Công Ty Cổ Phần Thương Mại Và Đầu Tư Công Nghệ Viễn Thông Mới
721,OPPO VIỆT NAM
722,CÔNG TY TNHH BORDER Z VIETNAM
723,Công ty Cổ phần SIMBATECH
724,CÔNG TY TNHH GIẢI PHÁP PHẦN MỀM SUNSHINE
725,CÔNG TY CỔ PHẦN GIẢI PHÁP BNK
726,Công ty cổ phần XNK Đầu tư và Công nghệ HD Việt Nam
727,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU
728,CÔNG TY CỔ PHẦN GIẢI PHÁP CHUỖI CUNG ỨNG SMARTLOG  - CHI NHÁNH MIỀN BẮC
729,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ VIK SOLUTION
730,Công ty Cổ phần Atomi Digital
731,CÔNG TY CỔ PHẦN ĐẦU TƯ HCOM
732,WACONTRE ONE MEMBER LIMITED
733,CÔNG TY TNHH ĐÀO TẠO VÀ HỖ TRỢ GIÁO DỤC THÀNH ĐẠT
734,CÔNG TY CP KỸ NGHỆ THỰC PHẨM VIỆT SIN
735,Công ty TNHH SETA international Việt Nam
736,CÔNG TY CỔ PHẦN LYNKID
737,Công ty TNHH Hivelab Vina
738,CÔNG TY TNHH ATHENA AI
739,CÔNG TY TNHH NHA KHOA KIM
740,CÔNG TY TNHH MTV GREENLARA
741,CÔNG TY TNHH CÔNG NGHỆ LAZYCY
742,Công ty Cổ phần Tập đoàn Austdoor
743,Công ty TNHH Liên doanh Ocany Việt Nam
744,CÔNG TY TNHH VERISERVE VIỆT NAM
745,Công Ty TNHH QuestX
746,CÔNG TY TNHH CÔNG NGHỆ SẠCH KINGWATER
747,Công ty cổ phần Viễn thông VTC
748,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams
749,CÔNG TY CỔ PHẦN CITEK ISD
750,Công ty Cổ phần Giải pháp Phần mềm Doanh nghiệp
751,Công ty cổ phần Lumi Việt Nam
752,Công ty TNHH Dịch Vụ Sửa Chữa Điện Thoại Vui
753,CÔNG TY TNHH ẮC QUY GS VIỆT NAM
754,Công ty Cổ phần NAL Việt Nam
755,CÔNG TY TNHH CÔNG NGHỆ VIHAT
756,CÔNG TY TNHH ISB VIỆT NAM
757,Công ty TNHH Gem Craftory Agency
758,Công ty TNHH Pancake Việt Nam
759,CTCP Phần mềm SOFTMART
760,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN THẾ KỶ
761,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ LIFESTYLE VIỆT NAM
762,Công ty Cổ phần TOS
763,CÔNG TY TNHH HPA DIRECT VN
764,JOYBIT
765,CÔNG TY TNHH THƯƠNG MẠI VẠN NHẤT
766,Công ty cổ phần công nghệ - viễn thông Elcom
767,Công ty TNHH AEGONA
768,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM
769,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NEWWAY
770,CÔNG TY CỔ PHẦN SYNCSOFT
771,Công ty Cổ phần Tập đoàn TDI
772,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QP&T CHI NHÁNH HÀ NỘI
773,Công ty Cổ phần Welly Fitness
774,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VI TÍNH VÕ MINH
775,CÔNG TY CỔ PHẦN CÔNG NGHỆ TASC VIỆT NAM
776,Công ty cổ phần SANAN
777,Công ty cổ phần phần mềm nhúng NATA
778,CÔNG TY TNHH CK SOLUTIONS
779,CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN VĂN PHÚ
780,CÔNG TY CỔ PHẦN GIÁO DỤC LOGIC LAB
781,CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO Ô TÔ VIỆT NAM
782,Công ty CP Công nghệ phần mềm và nội dung số OSP
783,Công ty cổ phần Gomi Corporation
784,Công ty Cổ phần Truyền thông và Dịch vụ Nodo
785,Công ty cổ phần PT HUB
786,CÔNG TY CỔ PHẦN YOOTEK HOLDINGS
787,Công Ty TNHH Cyclops Technology
788,Công ty Cổ Phần Dịch vụ Đào tạo trực tuyến OES
789,CÔNG TY CỔ PHẦN ESTUARY
790,Công ty Cổ phần Shat
791,CÔNG TY TNHH MỘT THÀNH VIÊN ALLSOFT
792,CÔNG TY CỔ PHẦN VINPACK
793,Công ty Cổ phần Công nghệ thông tin Đông Nam Á
794,CÔNG TY CỔ PHẦN PHỤ TÙNG MCT PHÚC LONG
795,Công ty Cổ phần Đầu tư Phát triển Công nghệ và Truyền thông
796,SUPER GAME
797,CÔNG TY TNHH DỊCH VỤ QUẢN LÝ ST ENGINEERING VIỆT NAM
798,Wavez Technologies
799,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ZENIFY
800,NTQ Solution
801,Công ty Cổ Phần Hóa Dầu Mekong
802,CÔNG TY TNHH CASSO
803,Công ty Cổ phần Voyager
804,Công ty TNHH TD Consulting
805,CÔNG TY TNHH DỊCH VỤ WAO
806,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB
807,CÔNG TY TNHH A.N.F.A VIỆT NAM
808,Công Ty TNHH Avepoint Việt Nam
809,Zen8Labs
810,CÔNG TY CỔ PHẦN CROW GAMING
811,MPV Sài Gòn
812,Công ty CPDV Trực tuyến Cộng Đồng Việt (VietUnion)
813,SonatGame Studio
814,CÔNG TY TNHH  PHẦN MỀM GIÁ TRỊ TÍNH  TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO
815,CÔNG TY TNHH CÔNG NGHỆ THIÊN AN
816,VIỆN NGHIÊN CỨU GIẢI PHÁP CHUYỂN ĐỔI SỐ
817,CÔNG TY TNHH PUZZLE STUDIO
818,Công Ty TNHH RECHIC
819,Công ty TNHH Digital Innovation
820,Công ty Cổ phần Công nghệ Công nghiệp VConnex
821,HAPAS VIỆT NAM
822,Công ty Cổ phần Chứng khoán Phú Hưng
823,Công ty Cổ Phần Công Nghệ ITG
824,CÔNG TY TNHH DAITO VIỆT NAM
825,CÔNG TY CỔ PHẦN DEHA VIỆT NAM
826,Công ty cổ phần Quảng cáo trực tuyến 24h
827,Công ty Cổ Phần Bản Viên
828,Công ty Cổ phần Đầu tư Mobino
829,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM
830,HỘ KINH DOANH ONICI
831,Công ty cổ phần Sphinx
832,CÔNG TY TNHH NAVATEK
833,Công ty cổ phần phần mềm Matechmobile
834,Công Ty Cổ Phần Kết Nối Thời Trang
835,CÔNG TY TNHH THE KAS
836,CÔNG TY TNHH SOLPAC VIỆT NAM
837,Công ty TNHH Quốc tế Luminix
838,CÔNG TY TNHH BEYONDSOFT TECHNOLOGY (VIETNAM)
839,Công Ty Cổ Phần Đầu Tư Thương Mại Và Phát Triển Công Nghệ FSI
840,CÔNG TY TRÁCH NHIỆM HỮU HẠN ĐẦU TƯ CÔNG NGHỆ TRƯỜNG THỊNH
841,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ ĐẦU TƯ HOÀNG GIA
842,Công ty Cổ phần Công nghệ Prep
843,Nitori Furniture Vietnam EPE
844,CÔNG TY TNHH CÔNG NGHỆ GX
845,Công ty Cổ phần Nemi
846,CÔNG TY CỔ PHẦN GIÁO DỤC TOÀN CẦU IEG
847,CÔNG TY CỔ PHẦN THANH TOÁN G
848,Công ty cổ phần Công nghệ VISSOFT
849,ABI Game Studio
850,Công ty TNHH Aziworld
851,Công ty TNHH Hichiko
852,CÔNG TY CỔ PHẦN TẬP ĐOÀN VINASTONE
853,Công ty Cổ phần Giải pháp Công nghệ FANXIPAN Việt Nam
854,Công ty TNHH Equix Technologies
855,Công ty TNHH Phát triển thương mại Hải Phương
856,Công ty Cổ phần Đầu tư và Phát triển Koolsoft
857,Công ty TNHH Lisod Việt Nam
858,INVIV CLOUD TECHNOLOGY JOINT STOCK COMPANY
859,CÔNG TY TNHH VBA TECHNOLOGY
860,CÔNG TY CỔ PHẦN TECHASIANS
861,Công ty TNHH Du Lịch Lữ Hành Thật Dễ
862,CÔNG TY TNHH ROOSTERX GLOBAL
863,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TRUYỀN THÔNG ĐỒI XANH
864,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VIỄN ĐẠT
865,Công Ty Cổ Phần Đầu Tư Asia Dragon
866,Công ty CP Tập đoàn F.I.T
867,CÔNG TY CỔ PHẦN JARVIS GLOBAL
868,Công ty Cổ Phần Rikkeisoft
869,Công ty Cổ phần Giải pháp phần mềm Tài Chính
870,Công ty TNHH Wisewires
871,Công ty cổ phần tập đoàn Media Soft
872,iPOS.vn
873,Công ty cổ phần GIMO
874,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN MAYHOMES
875,CÔNG TY CỔ PHẦN A25 HOTEL
876,Unimob Studio
877,XGame
878,CÔNG TY TNHH THỊ GIÁC META
879,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID
880,Công ty cổ phần Synodus
881,Công ty Cổ phần Quảng cáo FPT Adtrue
882,Công ty cổ phần bệnh viện Thái Thịnh
883,Công ty TNHH Jits Innovation Labs
884,CÔNG TY TNHH MIKA CASA
885,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ARITO
886,CÔNG TY TNHH CÔNG NGHỆ XFLOW
887,CÔNG TY CỔ PHẦN OHZE
888,Công Ty Cổ Phần Công Nghệ Phúc An
889,CÔNG TY TNHH AUPATECH TECHNOLOGY
890,CÔNG TY CỔ PHẦN PHẦN MỀM NOBI VIỆT NAM
891,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM
892,CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX
893,Công ty Cổ phần Giải pháp phần mềm trực tuyến Việt Nam
894,CÔNG TY TNHH HIPTECH
895,CÔNG TY TNHH QUẢNG CÁO HYPER MEDIA
896,Công ty TNHH Thương mại Tokuyo
897,Công ty Cổ phần Giải pháp Chuyên gia Star Global
898,CÔNG TY CỔ PHẦN VUA NỆM
899,Công ty Cổ phần METUB Việt Nam
900,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM
901,CÔNG TY CỔ PHẦN DƯỢC PHẨM SAVI
902,CÔNG TY TNHH JIMU INTERNET TECHNOLOGY VIỆT NAM
903,Công ty Cổ phần Công nghệ Insgame
904,CÔNG TY TNHH NGHỆ THUẬT VÀ SÁNG TẠO VĂN HÓA CHUANG XIN
905,Công ty TNHH Văn Minh
906,CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ THÔNG TIN ICTS
907,Công ty CP CVB Việt Nam
908,CÔNG TY TNHH QUÀ TẶNG PHA LÊ
909,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ SẢN XUẤT HGF
910,CÔNG TY CỔ PHẦN TRUYỀN THÔNG BODHI
911,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC
912,CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT
913,Công ty Cổ phần Tập đoàn Hoa Sen
914,CÔNG TY CỔ PHẦN IN & SẢN XUẤT BAO BÌ THÁI BÌNH DƯƠNG
915,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VẬN TẢI HUY CƯỜNG
916,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING
917,Công ty Cổ phần Pizza 4Ps
918,CHI NHÁNH CÔNG TY TNHH THỂ THAO SPORT 1
919,CÔNG TY CỔ PHẦN ICORP
920,Công ty TNHH Đầu Tư & Công Nghệ AVG
921,CÔNG TY CỔ PHẦN PARALINE SOFTWARE
922,Công Ty Tài Chính TNHH MTV TNEX (TNEX Finance)
923,CÔNG TY TNHH CUP XINH
924,CÔNG TY CỔ PHẦN POWERGATE SOFTWARE
925,Công Ty TNHH Quản Lý Và Dịch Vụ Tài Sản Thành Công
926,CÔNG TY TNHH FINAN
927,CHI NHÁNH CÔNG TY CỔ PHẦN TƯ VẤN  QUẢN TRỊ DOANH NGHIỆP TINH VÂN TẠI THÀNH PHỐ HỒ CHÍ MINH
928,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ AVSTAR
929,CÔNG TY TNHH KÍNH MẮT T.A.V
930,CÔNG TY CỔ PHẦN BEACON ASIA MEDIA
931,Công ty TNHH Phát triển Đầu tư Minh Đức
932,WATA AI COMPANY LIMITED
933,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM
934,Apero Technologies Group
935,CÔNG TY CỔ PHẦN ALPHA INNOVATION
936,Công ty Cổ phần viễn thông FPT
937,Công ty TNHH Mathpresso Việt Nam
938,Công ty TNHH Kỹ Thuật Công nghệ BlueData
939,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam
940,Unit Corp
941,"CÔNG TY TNHH CƠ KHÍ CHÍNH XÁC, DỊCH VỤ VÀ THƯƠNG MẠI VIỆT NAM"
942,CÔNG TY CỔ PHẦN LAVIS BROTHERS COMMERCE
943,CÔNG TY TNHH SAPPHIRE STREAM TECHNOLOGY VIỆT NAM
944,CÔNG TY TNHH NÔNG SẢN SẠCH HOÀNG GIA
945,Công ty Cổ phần truyền thông sáng tạo TA Việt Nam
946,Công ty Cổ phần 1OFFICE
947,Công Ty Cổ Phần Aggregatori Capaci
948,CÔNG TY CỔ PHẦN QUẢNG CÁO CỔNG VIỆT NAM
949,CÔNG TY TNHH MOONPIE GLOBAL
950,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ ICOM
951,Công ty TNHH Thương Mại và Dịch Vụ Truyền Thông BC
952,Công ty CP sáng tạo trẻ Việt Nam Miichisoft
953,Công ty TNHH Đầu tư thương mại và du lịch quốc tế Hòa Bình
954,CÔNG TY CỔ PHẦN CÔNG NGHỆ SANDBOXVN
955,Công ty CP Thiết bị điện- điện tử Bách Khoa
956,CÔNG TY TNHH MTV SK CONNECT
957,CÔNG TY TNHH PHÁT TRIỂN ĐẦU TƯ MINH ĐỨC
958,CÔNG TY CỔ PHẦN CÔNG NGHỆ VI MÔ
959,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY)
960,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data
961,Công Ty Cổ Phần Kết Cấu Thép QH PLUS
962,CÔNG TY TNHH ADTIREX
963,CÔNG TY TNHH DAO MUSIC ENTERTAINMENT
964,Công ty TNHH Đức Trung
965,Công ty Cổ phần Bảo Tín Capital
966,ROWBOAT SOFTWARE
967,CÔNG TY CỔ PHẦN TẬP ĐOÀN PHÁT TRIỂN BẤT ĐỘNG SẢN SSM GROUP
968,CÔNG TY TNHH NHA KHOA QUỐC TẾ SQ GROUP
969,CÔNG TY CỔ PHẦN TEASER
970,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ GLOBAL VIỆT
971,Công ty Cổ phần Đầu tư Phát triển Thủ Thừa
972,Công ty cổ phần Solar Việt Nam
973,Công ty CP Vinhomes
974,Tập Đoàn Novaon
