id,job_id,level_id
752,6026,2
753,6127,2
754,6134,2
755,6163,2
756,6171,2
757,6181,2
758,18,2
759,6204,2
760,6224,2
761,6228,2
762,6243,2
763,6245,2
764,6261,2
765,6274,2
766,6301,2
767,6307,2
768,6308,2
769,6332,2
770,6334,2
771,6349,2
772,6391,2
773,6402,2
774,6420,2
775,6422,2
776,24,2
777,6445,2
778,6513,2
779,6552,2
780,6553,2
781,6583,2
782,6589,2
783,6613,2
784,6621,2
785,6623,2
786,6638,2
787,6643,2
788,6689,2
789,6714,2
790,6726,2
791,6769,2
792,6781,2
793,6789,2
794,6791,2
795,6829,2
796,6839,2
797,6885,2
798,6890,2
799,6908,2
800,7246,2
801,6932,2
802,6942,2
803,6965,2
804,6990,2
805,6,2
806,8,2
807,7097,2
808,7105,2
809,16,2
810,17,2
811,88,2
812,7136,2
813,28,2
814,37,2
815,36,2
816,7187,2
817,60,2
818,207,2
819,57,2
820,7206,2
821,7207,2
822,7209,2
823,66,2
824,97,2
825,7214,2
826,238,2
827,7240,2
828,80,2
829,83,2
830,7261,2
831,223,2
832,19,3
833,27,3
834,65,3
835,76,3
836,189,3
837,1496,3
838,1506,3
839,1525,3
840,1595,3
841,1644,3
842,2488,3
843,6442,3
844,6696,3
845,138,3
846,7096,3
847,69,3
848,73,3
849,126,3
850,130,3
851,161,3
852,194,3
853,201,3
854,217,3
855,242,3
856,303,3
857,649,3
858,309,3
859,315,3
860,650,3
861,367,3
862,369,3
863,373,3
864,380,3
865,1295,3
866,399,3
867,404,3
868,455,3
869,1339,3
870,530,3
871,534,3
872,557,3
873,560,3
874,562,3
875,570,3
876,612,3
877,621,3
878,622,3
879,634,3
880,639,3
881,641,3
882,654,3
883,675,3
884,677,3
885,690,3
886,692,3
887,735,3
888,736,3
889,737,3
890,738,3
891,740,3
892,741,3
893,785,3
894,812,3
895,858,3
896,876,3
897,880,3
898,888,3
899,890,3
900,892,3
901,897,3
902,904,3
903,947,3
904,986,3
905,1018,3
906,1030,3
907,1062,3
908,1064,3
909,1087,3
910,1333,3
911,1429,3
912,1493,3
913,1553,3
914,1578,3
915,1579,3
916,1580,3
917,1689,3
918,1700,3
919,1739,3
920,1742,3
921,1762,3
922,1769,3
923,1781,3
924,1860,3
925,1864,3
926,1888,3
927,1886,3
928,1929,3
929,1973,3
930,1987,3
931,2005,3
932,2109,3
933,2112,3
934,2219,3
935,2170,3
936,2177,3
937,2187,3
938,2225,3
939,2234,3
940,2265,3
941,2306,3
942,2344,3
943,2425,3
944,2430,3
945,2489,3
946,2503,3
947,2523,3
948,2728,3
949,2745,3
950,2760,3
951,2762,3
952,2773,3
953,2824,3
954,2867,3
955,2885,3
956,2886,3
957,2910,3
958,2975,3
959,3070,3
960,3212,3
961,3266,3
962,3292,3
963,3305,3
964,3322,3
965,3391,3
966,3396,3
967,3464,3
968,3646,3
969,3682,3
970,3697,3
971,3737,3
972,3777,3
973,3810,3
974,3811,3
975,3845,3
976,3860,3
977,3868,3
978,3896,3
979,3949,3
980,4352,3
981,4612,3
982,4043,3
983,4045,3
984,4074,3
985,4077,3
986,4145,3
987,4225,3
988,4241,3
989,4321,3
990,4345,3
991,4423,3
992,4476,3
993,4492,3
994,4629,3
995,4640,3
996,4645,3
997,4673,3
998,4688,3
999,4707,3
1000,5488,3
1001,6014,3
1002,6015,3
1003,6017,3
1004,6022,3
1005,6063,3
1006,6162,3
1007,6165,3
1008,50,3
1009,6205,3
1010,6230,3
1011,45,3
1012,6286,3
1013,6312,3
1014,9,3
1015,46,3
1016,6398,3
1017,6403,3
1018,6404,3
1019,6425,3
1020,6426,3
1021,6650,3
1022,6482,3
1023,6512,3
1024,6516,3
1025,6527,3
1026,6582,3
1027,6619,3
1028,6634,3
1029,6644,3
1030,6677,3
1031,6687,3
1032,6732,3
1033,6764,3
1034,6771,3
1035,6824,3
1036,6838,3
1037,6871,3
1038,6913,3
1039,6985,3
1040,7024,3
1041,188,3
1042,7118,3
1043,29,3
1044,43,3
1045,47,3
1046,48,3
1047,49,3
1048,44,3
1049,55,3
1050,205,3
1051,7218,3
1052,7220,3
1053,78,3
1054,218,3
1055,7265,3
1056,12,4
1057,30,4
1058,1301,4
1059,1392,4
1060,4571,4
1061,2689,4
